src_ip,dst_ip,src_port,dst_port,protocol,packet_size,timestamp,traffic_volume,packet_flags,payload_content,connection_duration,geolocation_data,dns_request_pattern,user_info
93.124.201.129,50.37.67.17,56019,50357,TCP,1150,2023-10-25 00:06:01,7597,RST,Behind current themselves. Kid such create sometimes seem organization.,213,Wallis and Futuna,Failed,bgill
32.112.39.254,151.208.8.254,17632,33028,TCP,779,2023-10-25 00:55:34,6857,SYN,Impact company accept by rather.,3077,Falkland Islands (Malvinas),Suspicious,johnsonmadison
88.143.146.218,211.9.6.72,29190,16777,ICMP,430,2023-10-25 01:56:59,3685,SYN,Option action your star reality crime nearly weight. Begin second amount box somebody.,1940,Albania,Failed,moranbradley
74.247.107.236,25.81.111.119,25775,50970,UDP,1037,2023-10-25 10:22:47,4669,RST,Force article your themselves stuff political image sort. Behavior animal list huge produce.,440,Norway,Failed,cskinner
29.112.71.140,178.100.40.107,23136,56780,UDP,1461,2023-10-25 04:20:45,7866,ACK,Material between table two air hope. Mean baby may east rule treat.,251,Swaziland,Failed,lance91
90.154.127.26,54.247.213.161,22671,20262,ICMP,285,2023-10-25 07:24:00,1404,SYN,Everybody to huge report describe yard food. Bill on word move seem baby.,86,Turkey,Failed,joneschloe
115.143.21.144,55.93.167.15,45062,10285,UDP,127,2023-10-25 07:02:22,2522,ACK,International wait dark. Low interesting section mouth around feel.,1053,Burkina Faso,Failed,hjacobs
86.226.226.33,137.155.197.3,50137,20829,ICMP,1487,2023-10-24 17:51:50,9902,RST,Beat property cover power. Plan usually senior card.,2850,Albania,Suspicious,zlewis
54.62.220.229,159.159.200.189,2801,40167,UDP,413,2023-10-25 10:09:55,3339,RST,Analysis new shoulder itself. When particularly new same expert hot.,1732,Czech Republic,Failed,david78
163.134.191.37,99.206.160.64,54522,46271,ICMP,1171,2023-10-24 20:46:55,4051,SYN,Near person identify. Moment well control.,234,Trinidad and Tobago,Suspicious,salazarjoseph
55.179.73.31,22.167.169.174,22990,45115,ICMP,980,2023-10-24 19:41:41,3046,SYN,Miss method radio. Down theory owner moment if true. Case million various million.,2825,Micronesia,Normal,gabrielle47
174.59.204.175,55.219.95.194,27980,15424,ICMP,1059,2023-10-24 17:55:26,6494,SYN,Ahead head real recent successful just. Always possible police behind PM including.,1380,Mauritius,Suspicious,valeriedavid
102.58.99.236,195.56.78.178,49625,14124,UDP,354,2023-10-24 21:11:54,7333,ACK,Check partner day may. Environment player address out son fast entire. Under do draw.,199,Algeria,Failed,gabrielledavis
180.67.99.96,162.38.198.8,63800,45512,ICMP,1049,2023-10-25 06:07:23,2043,FIN,According little wonder avoid food.,595,Syrian Arab Republic,Failed,catherine21
167.160.51.241,108.247.73.124,41883,54125,UDP,120,2023-10-24 19:08:40,8718,FIN,Dream someone on game. Mrs social unit.,2314,Libyan Arab Jamahiriya,Failed,alexandria02
201.168.157.165,45.209.83.151,41531,9411,TCP,1074,2023-10-25 00:47:08,9831,SYN,Dream might director unit office. Past half happen opportunity reveal.,1594,Cambodia,Failed,obond
126.50.173.18,62.254.168.246,1000,57209,TCP,860,2023-10-25 06:30:08,9385,FIN,Treat today soon.,2714,Trinidad and Tobago,Suspicious,adominguez
42.44.242.224,86.125.57.234,6231,20870,TCP,1484,2023-10-25 02:56:40,3534,SYN,Since work detail inside. Relationship whatever modern data democratic.,3486,Pakistan,Suspicious,jackiescott
132.84.178.109,35.25.154.151,25341,17774,UDP,1140,2023-10-25 03:05:03,9709,FIN,Page later piece not you. Through often easy anyone approach television.,1943,Qatar,Failed,vlee
14.58.80.2,50.152.240.53,43450,19619,ICMP,375,2023-10-25 06:34:29,1565,RST,Lot morning later although project southern. Work among lose small nor probably why action.,654,Trinidad and Tobago,Failed,neil93
48.109.75.202,173.193.0.34,30561,50403,ICMP,1100,2023-10-24 15:46:30,8288,SYN,Store movement threat. Stop pressure tend reality church. Dog billion sure.,2930,Venezuela,Failed,pdaniels
53.37.99.59,57.41.51.61,7407,40237,ICMP,908,2023-10-24 16:42:12,7557,RST,Student center security. Already far visit. Career green morning should.,657,Mauritius,Normal,angie83
71.215.71.70,18.60.240.46,27055,46114,UDP,778,2023-10-24 18:27:11,5758,ACK,Staff so watch make vote project. Discuss boy third however information.,489,Equatorial Guinea,Failed,phood
60.9.100.91,157.102.67.50,17313,34455,TCP,1059,2023-10-25 00:29:08,8742,SYN,Quickly method still age just your. Concern land stuff player student article national discover.,3261,Mongolia,Failed,patrickhunter
196.125.153.69,73.215.240.232,46796,24183,TCP,1183,2023-10-24 22:17:07,5006,FIN,Happen actually pass dark. Least yourself newspaper learn human civil.,705,Zimbabwe,Suspicious,mindydean
161.240.223.250,123.91.91.107,44354,36437,ICMP,874,2023-10-24 23:01:43,6171,ACK,Drive type writer blue example even.,170,Saint Kitts and Nevis,Failed,rbeltran
30.33.3.137,94.201.76.153,48610,59959,UDP,196,2023-10-25 02:10:26,1991,SYN,Tough technology team military personal wind modern south. Through ground five teacher.,1979,Costa Rica,Normal,rfarmer
218.200.207.70,20.53.203.128,43715,5759,TCP,372,2023-10-24 18:26:46,7752,SYN,Simple sort thousand fly space method evening. Quality government cup.,136,Mauritius,Failed,frose
182.106.170.192,118.121.9.229,24198,35947,TCP,975,2023-10-25 05:21:25,9628,RST,Threat want main pressure major store. Fly exactly economy give investment free.,1405,Rwanda,Suspicious,fmoran
118.46.50.238,115.170.163.93,31879,16237,UDP,657,2023-10-25 04:02:36,6995,SYN,Actually all college again see to either.,1010,Togo,Normal,carterdebbie
129.31.45.120,80.2.52.42,63268,42460,TCP,802,2023-10-24 22:58:11,8584,ACK,Back turn local feel truth manager prepare. Able any mind tonight system animal.,3,Finland,Normal,paulwalker
37.210.121.8,39.247.130.38,13402,29763,UDP,1125,2023-10-24 16:19:15,7697,ACK,Top trouble out task small stage. Minute dream establish behavior crime. Big some word physical.,3502,Cameroon,Failed,nperez
19.101.203.251,3.208.193.209,20362,6202,TCP,299,2023-10-24 20:36:35,3530,RST,Break election arrive process. Understand keep not to month along.,1260,Saint Barthelemy,Suspicious,petersonmary
45.64.75.14,50.117.44.92,58400,25188,ICMP,562,2023-10-24 18:25:24,5188,FIN,Step write agent. Crime herself finish institution final. School garden your relate.,2920,Myanmar,Suspicious,lorrainebooth
104.247.243.227,151.77.4.100,11451,37421,ICMP,371,2023-10-25 05:40:10,3935,FIN,Appear environmental scene identify leader cell everyone.,2072,United States Minor Outlying Islands,Failed,jorgelittle
88.213.104.28,159.86.175.138,45693,13567,TCP,380,2023-10-25 09:11:09,5716,FIN,Relationship enjoy decade interview course. Cultural resource assume manager huge write name.,2326,Svalbard & Jan Mayen Islands,Normal,cody77
215.242.211.220,47.201.151.109,46813,21590,UDP,533,2023-10-24 16:34:03,8992,FIN,Relationship government explain interview church. Very mean cell after west marriage doctor wonder.,1367,Brazil,Normal,vedwards
45.21.142.228,82.23.93.168,32826,8583,UDP,491,2023-10-24 22:21:59,9119,FIN,Prove make I true choice way. Hospital design new at on.,1380,Micronesia,Suspicious,ssteele
122.25.51.152,214.254.148.204,12172,37684,TCP,1411,2023-10-24 16:54:13,9064,ACK,Any red carry skin exactly serious ball. Dark foot style star. Watch source when tough born.,186,Saint Lucia,Suspicious,yspears
210.76.4.137,112.205.238.138,46562,33216,ICMP,974,2023-10-25 08:35:04,6209,RST,Not read political while. Guy effort bill.,441,Tuvalu,Normal,michaelbrown
8.230.2.106,159.13.22.24,8627,50655,TCP,900,2023-10-25 06:41:23,7597,ACK,Answer former support. Step eye recently beat.,3149,Saint Lucia,Suspicious,raykathy
16.197.63.19,5.61.82.23,20812,58210,TCP,1198,2023-10-24 21:26:11,8705,ACK,Pm radio population table themselves agency small oil. Sell present western several detail six at.,3102,Sri Lanka,Failed,thowell
201.75.178.31,77.74.112.72,17046,30234,UDP,1241,2023-10-25 05:50:06,3585,FIN,Amount approach nature. End accept scene project pretty dark.,303,Seychelles,Failed,fcolon
130.12.169.32,183.201.11.133,56937,31697,UDP,1193,2023-10-24 15:28:39,4290,ACK,"Yes want stay of action.
Quickly positive financial something. Upon rate city pressure process.",527,Antigua and Barbuda,Failed,hornejohn
216.152.214.0,36.147.177.46,65466,48086,UDP,316,2023-10-25 02:05:46,1662,ACK,Measure art strong brother name career memory. Loss become hard. Visit your require only stock.,2668,Wallis and Futuna,Suspicious,vsmith
145.100.21.18,167.10.30.203,29205,7521,ICMP,64,2023-10-25 01:41:59,2978,RST,Decade network Republican four.,3111,American Samoa,Normal,tina37
14.147.143.101,98.111.209.7,52233,8101,ICMP,1077,2023-10-24 21:40:41,6888,SYN,Design over behavior must several every why among. Nature yard Democrat range spend heart place.,367,Monaco,Normal,raysamantha
4.53.245.148,184.18.131.39,40196,47531,TCP,1394,2023-10-25 05:40:38,7290,RST,Note discussion role. Serve last apply nature election away.,479,Philippines,Suspicious,wgarcia
95.235.22.1,51.164.161.39,29224,45885,TCP,929,2023-10-24 16:47:42,5166,FIN,Stage research avoid inside around around and.,707,Iraq,Failed,qbradley
183.99.172.172,223.174.43.30,18857,23388,ICMP,1067,2023-10-25 04:45:54,4500,ACK,Similar experience one board expert. Building ask boy story. Son baby just computer that.,1763,Bulgaria,Normal,dorseyrachael
142.56.191.192,169.176.25.112,54757,54403,ICMP,626,2023-10-25 05:35:57,6115,FIN,Memory personal easy eat tend. Before assume beautiful should book.,2236,Malta,Failed,dawncrawford
178.167.163.197,136.49.228.148,15163,55552,UDP,591,2023-10-24 17:35:06,9323,SYN,Mind voice always name thank.,3476,El Salvador,Failed,david75
11.171.79.155,177.10.185.129,753,35797,ICMP,471,2023-10-24 20:10:11,6968,ACK,Of be door today open month. Various arm hospital. For society rich soldier than happy sound soon.,1046,Cyprus,Suspicious,rasmussencody
48.61.5.156,102.190.52.173,39546,30378,TCP,1232,2023-10-25 00:34:15,9098,SYN,Discover surface food child. Just season mission keep.,2454,Somalia,Failed,leslieparks
24.104.120.76,79.251.4.250,29677,41891,UDP,146,2023-10-25 14:23:47,1939,ACK,White question since maintain during.,2391,Malawi,Failed,jennifer93
63.224.124.97,199.161.57.188,6822,17546,TCP,478,2023-10-25 01:17:16,439,ACK,Court gas believe side gas interview five benefit. Subject building up idea truth trip site.,1970,Cocos (Keeling) Islands,Suspicious,freemancrystal
12.194.28.194,15.2.7.105,8119,64046,UDP,1261,2023-10-25 14:00:39,3121,SYN,Spring home society main way. Then share more back.,1018,Cuba,Failed,martineznathan
58.198.38.231,211.219.224.240,15581,52281,UDP,298,2023-10-25 08:52:49,4765,SYN,Share table government they. Rock prepare professional bill main employee professor.,130,Saint Pierre and Miquelon,Suspicious,cunninghamdaniel
207.72.176.174,81.185.182.203,33282,51458,UDP,696,2023-10-24 20:08:35,5968,RST,Have including may item sort. Year determine health movie without.,341,Turkmenistan,Normal,fblake
102.104.41.6,22.199.151.121,62034,45010,UDP,322,2023-10-24 19:15:27,6185,SYN,Throughout attorney certainly for know identify environmental.,1748,Italy,Suspicious,stephaniedaniels
41.215.51.5,32.243.35.142,3158,33536,UDP,1302,2023-10-24 23:20:15,3737,RST,Already soldier at. Anyone often beautiful music easy.,1742,Mexico,Failed,mary44
157.41.16.59,43.61.135.160,57696,18500,TCP,452,2023-10-25 07:43:07,8950,SYN,Wait law bar personal general. Itself true type popular forward responsibility. High impact wait.,743,Guam,Normal,amber94
10.9.212.47,74.133.242.170,34258,51544,ICMP,1198,2023-10-24 18:06:10,487,FIN,Box three nature make know early cover. House necessary away. Table bar significant exist system.,3248,Venezuela,Suspicious,alisha83
15.130.80.225,211.129.194.57,2758,12969,ICMP,109,2023-10-25 14:29:15,4666,RST,Reveal save treat evidence adult yourself quite. Energy create data.,3276,Brunei Darussalam,Failed,asteele
146.8.143.106,55.232.49.201,19293,40356,ICMP,538,2023-10-24 15:03:32,6179,SYN,Throw do skin. Coach conference growth play will actually.,972,Morocco,Failed,christopher66
8.13.226.35,172.94.136.5,49250,57578,TCP,1022,2023-10-25 07:42:17,5363,SYN,Sure brother machine big. If mind important game you good. Front talk under never.,2139,Serbia,Suspicious,waltersbrittney
218.88.42.199,5.223.196.68,54835,48305,TCP,1473,2023-10-24 20:28:50,4249,FIN,Experience suddenly its pretty. Mrs want letter city describe international.,965,Saint Lucia,Suspicious,xsullivan
118.58.9.246,38.12.97.157,63507,24658,UDP,582,2023-10-25 09:05:46,817,ACK,Significant bar across long. Apply listen stuff life her for approach.,2152,Niger,Suspicious,caleb17
64.249.106.77,44.34.129.21,22490,23590,ICMP,1104,2023-10-25 08:05:53,1109,SYN,Me participant same key painting time increase. Dark really worker drop better.,2098,Ethiopia,Failed,mscott
178.8.227.110,22.195.42.77,7930,33996,UDP,233,2023-10-25 06:40:45,2406,ACK,Step bit door above up generation this attention. Night education there race or air hold model.,2732,Tuvalu,Suspicious,ztaylor
174.249.245.89,34.146.68.11,31685,33776,ICMP,728,2023-10-25 05:50:26,8128,ACK,Tonight through kind detail specific our sure. Executive now get right market commercial film.,415,Bahrain,Failed,suarezbrittney
156.23.0.152,115.36.127.246,53143,49083,ICMP,1475,2023-10-25 03:14:55,4497,SYN,Unit technology accept require official.,3572,Mauritania,Failed,hatfieldmark
134.197.137.200,181.30.190.13,54569,40823,ICMP,1427,2023-10-25 06:29:18,6285,FIN,Rather full baby hope job. Get up note cell writer environmental.,2499,Sierra Leone,Suspicious,grobinson
117.93.163.71,66.108.43.134,20962,55816,UDP,666,2023-10-25 12:45:47,5509,RST,Bit onto spring term side. Federal little heart quite. Right individual world true nation rather.,1056,French Guiana,Failed,ronald00
163.65.240.175,113.97.201.156,34681,49233,TCP,812,2023-10-25 03:25:44,8539,RST,Grow return poor. Crime among speech next these reflect that sort.,1827,Monaco,Failed,michelleroberts
141.41.114.138,134.197.16.220,13573,52078,ICMP,1040,2023-10-25 08:24:24,1121,ACK,"Me face research smile few. Those south step visit.
Those thousand bit campaign inside.",2564,Luxembourg,Suspicious,udavila
16.209.218.66,181.156.255.60,59733,60409,UDP,433,2023-10-24 18:51:22,6546,FIN,Me idea mention others debate travel situation. Against ok religious admit media edge.,2223,Australia,Normal,kwashington
5.131.96.248,174.80.38.171,29203,65149,UDP,557,2023-10-25 03:27:14,9867,ACK,Meet call chair father poor wall hard send. Why claim her free into.,485,Ecuador,Normal,jodi38
108.75.161.250,207.221.78.132,54972,45153,ICMP,325,2023-10-25 11:42:03,1564,RST,Free if position into. Deal city leader democratic. Sure begin former that choice.,1450,Vanuatu,Failed,mendozasarah
141.230.94.55,82.63.224.50,36980,37189,UDP,1051,2023-10-25 12:18:01,1820,RST,Stay quickly board. Through protect above surface blood want wonder authority.,1934,Guinea,Normal,jennifer40
53.22.123.201,23.237.133.65,8783,773,ICMP,615,2023-10-24 18:06:23,2501,RST,Glass poor water candidate. Report stand smile nation step wish.,1044,French Polynesia,Normal,alexandrahudson
181.213.16.135,117.210.69.31,49586,3182,ICMP,952,2023-10-24 15:36:47,3594,ACK,Eye support debate. Land north how follow tend standard various case.,2107,Dominica,Suspicious,herrerasamuel
45.89.204.120,222.197.225.91,51134,11067,UDP,889,2023-10-25 01:10:26,2006,RST,"Stage rich some about feeling suddenly.
Daughter environmental foreign wear call fact.",731,Mauritania,Suspicious,gilberttravis
104.91.79.71,45.83.202.111,46179,26887,UDP,414,2023-10-25 00:47:02,2771,SYN,Into voice factor. Who wear public investment argue start unit. Simply crime easy appear might.,1659,Haiti,Failed,alicia42
85.104.132.185,40.60.27.60,57349,43741,ICMP,1436,2023-10-24 19:34:20,9007,SYN,Traditional generation western learn western lawyer show. Ago technology method send start sound.,1525,Holy See (Vatican City State),Suspicious,christinahunt
158.195.146.129,162.160.172.69,28517,4308,ICMP,137,2023-10-25 05:15:00,3045,FIN,Share hard month cup month interview. West onto whole science something.,3292,Romania,Suspicious,browntimothy
133.188.173.89,134.235.185.121,50087,48592,ICMP,647,2023-10-25 13:16:59,4545,RST,High also vote power. Financial expert suffer east year meet allow learn.,1614,Malawi,Failed,richard91
136.68.239.134,14.150.201.109,6693,31711,UDP,116,2023-10-25 01:11:00,7092,SYN,War dark by agent. Right prove Mr occur professor. Door up report through music fast general.,657,Kiribati,Normal,zramos
62.43.89.9,20.177.109.252,21088,13578,UDP,1161,2023-10-25 14:24:51,4913,FIN,Write continue middle. Brother continue the role. Crime city police boy guess guy around recognize.,303,Belarus,Suspicious,tgomez
9.155.201.147,45.7.155.137,30087,53521,TCP,164,2023-10-25 10:45:00,3159,ACK,Concern science at. Check each Republican effect another evening a nothing.,2556,Rwanda,Suspicious,pauljack
88.244.148.49,110.28.105.9,7730,35753,TCP,342,2023-10-25 04:43:21,8035,SYN,Community state wish environment. Inside rest Mrs again a. Republican among must watch name.,1673,Fiji,Suspicious,zhernandez
119.20.180.25,73.42.142.175,8285,29782,ICMP,1409,2023-10-24 20:49:05,3259,FIN,Month chair Republican official million next. Like true many teacher structure media.,45,North Macedonia,Suspicious,colevicki
